Name,Assemble,Type,Km,CarColor,InteriorColor,CarDoor,CarSeat,Gearbox,Price,Location,Status,EngineCar,Capacity,Trademark,ProductionYear
 Toyota Prado TXL 2.7L - 2014,Nhập khẩu,SUV,0,Trắng,Đen,5,7,Số tự động,1410, Hà Nội ,cũ,Xăng,2.7,Toyota,2014
 MG 5 Luxury 1.5 AT - 2022,Nhập khẩu,Sedan,0,Trắng,Màu khác,4,5,Số tự động,579, Hải Phòng ,mới,Xăng,1.5,MG,2022
 Hyundai SantaFe 2.2L HTRAC - 2019,Lắp ráp trong nước,SUV,32000,Đen,Đen,5,7,Số tự động,1130, Hà Nội ,cũ,Dầu,2.2,Hyundai,2019
 LandRover Range Rover HSE 3.0 V6 - 2019,Nhập khẩu,SUV,13000,Trắng,Kem,5,5,Số tự động,7360, Hà Nội ,cũ,Xăng,3.0,LandRover,2019
 Volvo XC60 Inscription B6 AWD - 2022,Nhập khẩu,SUV,0,Xanh,Nâu,5,5,Số tự động,2220, Đà Nẵng ,mới,Xăng,2.0,Volvo,2022
 Mercedes Benz GLC 200 - 2022,Lắp ráp trong nước,SUV,0,Xám,Đen,5,5,Số tự động,1820, Hà Nội ,mới,Xăng,2.0,Mercedes,2022
 Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021,Lắp ráp trong nước,SUV,0,Trắng,Nâu,5,7,Số tự động,1340, Hà Nội ,mới,Dầu,2.2,Hyundai,2021
 Kia Sportage TLX - 2009,Nhập khẩu,Crossover,90000,Đen,Đen,5,5,Số tự động,310, Hà Nội ,cũ,Xăng,2.0,Kia,2009
 LandRover Range Rover Sport HSE 3.0 I6 - 2021,Nhập khẩu,SUV,0,Đỏ,Đen,5,7,Số tự động,7055, TP HCM ,mới,Xăng,3.0,LandRover,2021
 Honda Brio RS - 2022,Nhập khẩu,Hatchback,0,Vàng,Ghi,5,5,Số tự động,410, Hà Nội ,mới,Xăng,1.2,Honda,2022
 Mercedes Benz GLC 300 4Matic Coupe - 2022,Nhập khẩu,SUV,0,Trắng,Nâu,5,5,Số tự động,3099, Khánh Hòa ,mới,Xăng,2.0,Mercedes,2022
 Ford Ranger Limited 2.0L 4x4 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Trắng,Đen,4,5,Số tự động,811, Bình Dương ,mới,Dầu,2.0,Ford,2022
 Toyota Avanza Premio 1.5 AT - 2022,Nhập khẩu,SUV,0,Bạc,Đen,5,7,Số tự động,588, TP HCM ,mới,Xăng,1.5,Toyota,2022
 Hyundai SantaFe Premium 2.2L HTRAC - 2020,Lắp ráp trong nước,SUV,36789,Đen,Đỏ,5,7,Số tự động,1150, Hà Nội ,cũ,Dầu,2.2,Hyundai,2020
 Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022,Lắp ráp trong nước,SUV,0,Trắng,Nâu,5,7,Số tự động,1260, Cần Thơ ,mới,Xăng,2.5,Hyundai,2022
 Hyundai Tucson 2.0 ATH - 2016,Nhập khẩu,Crossover,55000,Nâu,Kem,4,5,Số tự động,725, Hà Nội ,cũ,Xăng,2.0,Hyundai,2016
 Kia Cerato 1.6 AT Luxury - 2019,Lắp ráp trong nước,Sedan,0,Trắng,Kem,4,5,Số tự động,578, Nam Định ,cũ,Xăng,1.6,Kia,2019
 Mercedes Benz GLC 300 4Matic - 2021,Lắp ráp trong nước,SUV,2980,Đen,Đen,5,5,Số tự động,2450, Hà Nội ,cũ,Xăng,2.0,Mercedes,2021
 Toyota Vios G 1.5 CVT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Kem,4,5,Số tự động,561, Hà Nội ,mới,Xăng,1.5,Toyota,2022
 BMW 7 Series 740Li - 2022,Nhập khẩu,Sedan,0,Trắng,Màu khác,4,5,Số tự động,6499, TP HCM ,mới,Xăng,3.0,BMW,2022
 Mini Cooper Clubman JCW ALL4 - 2022,Nhập khẩu,Hatchback,0,Ghi,Đen,6,5,Số tự động,2499, Hà Nội ,mới,Xăng,2.0,Mini Cooper,2022
 Mazda 6 2.0L - 2017,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,660, Hải Phòng ,cũ,Xăng,2.0,Mazda,2017
 Suzuki Ciaz 1.4 AT - 2022,Nhập khẩu,Sedan,0,Nâu,Đen,4,5,Số tự động,499, Hà Nội ,mới,Xăng,1.4,Suzuki,2022
 Mercedes Benz C class C180 AMG - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Kem,4,5,Số tự động,1499, Nghệ An ,mới,Xăng,1.5,Mercedes,2022
 Toyota Corolla Cross 1.8V - 2021,Nhập khẩu,SUV,0,Đen,Đỏ,5,5,Số tự động,830, Bắc Ninh ,mới,Xăng,1.8,Toyota,2021
 Hyundai i10 Grand 1.2 MT Base - 2020,Lắp ráp trong nước,Hatchback,30000,Bạc,Nâu,5,5,Số tay,298, Hà Nội ,cũ,Xăng,1.25,Hyundai,2020
 Ford Everest Titanium 2.0L 4x2 AT - 2022,Nhập khẩu,SUV,0,Đỏ,Đen,5,7,Số tự động,1200, TP HCM ,mới,Dầu,2.0,Ford,2022
 Mercedes Benz S class S450L Luxury - 2021,Lắp ráp trong nước,Sedan,3000,Trắng,Đen,4,5,Số tự động,4699, TP HCM ,cũ,Xăng,3.0,Mercedes,2021
 Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,SUV,8000,Đen,Đen,5,7,Số tự động,1420, Hà Nội ,cũ,Dầu,2.0,Ford,2021
 Mercedes Benz S class S500L - 2016,Lắp ráp trong nước,Sedan,5000,Đen,Kem,5,5,Số tự động,3580, Hà Nội ,cũ,Xăng,4.7,Mercedes,2016
 MG ZS Luxury 1.5 AT 2WD - 2022,Nhập khẩu,Crossover,0,Đỏ,Đen,5,5,Số tự động,609, Bình Dương ,mới,Xăng,1.5,MG,2022
 Mercedes Benz S class S450L Luxury - 2021,Lắp ráp trong nước,Sedan,3000,Trắng,Đen,4,5,Số tự động,4699, TP HCM ,cũ,Xăng,3.0,Mercedes,2021
 Porsche Panamera 3.0 V6 - 2017,Nhập khẩu,Sedan,29000,Trắng,Kem,4,4,Số tự động,5250, Hà Nội ,cũ,Xăng,3.0,Porsche,2017
 Honda CRV G - 2022,Lắp ráp trong nước,SUV,0,Trắng,Đen,5,7,Số tự động,1048, TP HCM ,mới,Xăng,1.5,Honda,2022
 Honda CRV E - 2022,Lắp ráp trong nước,SUV,0,Trắng,Kem,5,7,Số tự động,998, Hà Nội ,mới,Xăng,1.5,Honda,2022
 Mazda 626 2.0 MT - 1995,Lắp ráp trong nước,Sedan,245668,Xám,Nhiều màu,4,5,Số tay,63, Hà Nội ,cũ,Xăng,2.0,Mazda,1995
 VinFast Lux A 2.0 Tiêu chuẩn - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,671, Hà Nội ,mới,Xăng,2.0,VinFast,2022
 Honda Civic RS 1.5 AT - 2022,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,860, Hà Nội ,mới,Xăng,1.5,Honda,2022
 Mercedes Benz S class S450 Luxury - 2022,Nhập khẩu,Sedan,0,Trắng,Kem,4,5,Số tự động,5549, Bình Dương ,mới,Xăng,3.0,Mercedes,2022
 Honda CRV 2.4 AT - 2010,Lắp ráp trong nước,SUV,0,Cát,Đen,4,5,Số tự động,415, Hà Nội ,cũ,Xăng,2.4,Honda,2010
 MG 5 Luxury 1.5 AT - 2022,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,579, Hà Nội ,mới,Xăng,1.5,MG,2022
 VinFast Lux A 2.0 Nâng cao - 2022,Lắp ráp trong nước,Sedan,0,Đen,Đen,4,5,Số tự động,948, Đồng Nai ,mới,Xăng,2.0,VinFast,2022
 Mercedes Benz C class C300 AMG - 2018,Lắp ráp trong nước,Sedan,32000,Trắng,Đen,4,5,Số tự động,1560, Hà Nội ,cũ,Xăng,2.0,Mercedes,2018
 Mercedes Benz GLC 250 4Matic - 2017,Lắp ráp trong nước,SUV,26000,Trắng,Nâu,5,5,Số tự động,1450, Hà Nội ,cũ,Xăng,2.0,Mercedes,2017
 VinFast Lux A 2.0 Tiêu chuẩn - 2022,Lắp ráp trong nước,Sedan,0,Xám,Đen,4,5,Số tự động,929, Hà Nội ,mới,Xăng,2.0,VinFast,2022
 Kia Sonet Luxury 1.5 AT - 2022,Lắp ráp trong nước,Crossover,0,Đen,Đen,5,5,Số tự động,594, Hà Nội ,mới,Xăng,1.5,Kia,2022
 Mercedes Benz GLC 300 4Matic - 2021,Lắp ráp trong nước,SUV,50,Đen,Đen,5,5,Số tự động,2499, TP HCM ,cũ,Xăng,2.0,Mercedes,2021
 Hyundai i30 CW 1.6 AT - 2011,Nhập khẩu,Hatchback,78000,Trắng,Đen,5,5,Số tự động,365, Hà Nội ,cũ,Xăng,1.6,Hyundai,2011
 Kia K3 Premium 1.6 AT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Nhiều màu,4,5,Số tự động,669, Vĩnh Phúc ,mới,Xăng,1.6,Kia,2022
 Mercedes Benz E class E250 - 2017,Lắp ráp trong nước,Sedan,60000,Bạc,Đen,4,5,Số tự động,1660, Hà Nội ,cũ,Xăng,2.0,Mercedes,2017
 Mercedes Benz S class S450 - 2022,Nhập khẩu,Sedan,0,Đen,Nâu,4,5,Số tự động,5059, Quảng Ninh ,mới,Xăng,3.0,Mercedes,2022
 Mercedes Benz GLC 200 - 2022,Lắp ráp trong nước,SUV,0,Đen,Kem,5,5,Số tự động,1859, Hà Nội ,mới,Xăng,2.0,Mercedes,2022
 Mercedes Benz GL GL 350 CDI 4Matic - 2015,Nhập khẩu,SUV,69000,Đen,Kem,5,7,Số tự động,1969, TP HCM ,cũ,Dầu,3.0,Mercedes,2015
 Mercedes Benz S class S450 - 2022,Nhập khẩu,Sedan,0,Đỏ,Đen,4,5,Số tự động,5199, Hà Nội ,mới,Xăng,3.0,Mercedes,2022
 Mercedes Benz E class E180 - 2022,Lắp ráp trong nước,Sedan,0,Đen,Đen,4,5,Số tự động,2050, TP HCM ,mới,Xăng,1.5,Mercedes,2022
 Toyota Innova E 2.0 MT - 2020,Lắp ráp trong nước,Crossover,123000,Đồng,Nâu,5,8,Số tay,715, TP HCM ,cũ,Xăng,2.0,Toyota,2020
 Mercedes Benz E class E300 AMG - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Nâu,4,5,Số tự động,2920, Hà Nội ,mới,Xăng,2.0,Mercedes,2022
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Xanh,Nhiều màu,4,5,Số tự động,650, Hà Nội ,mới,Dầu,2.2,Ford,2022
 Honda City RS 1.5 AT - 2021,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,599, Gia Lai ,mới,Xăng,1.5,Honda,2021
 Mazda cx3 Luxury 1.5 AT - 2022,Nhập khẩu,Crossover,0,Trắng,Đen,5,5,Số tự động,689, Thanh Hóa ,mới,Xăng,1.5,Mazda,2022
 Ford Transit Tiêu chuẩn - 2022,Lắp ráp trong nước,Van/Minivan,0,Bạc,Màu khác,4,16,Số tay,845, Lâm Đồng ,mới,Dầu,2.2,Ford,2022
 Mercedes Benz GLC 300 4Matic - 2022,Lắp ráp trong nước,SUV,0,Đen,Đen,5,5,Số tự động,2569, Hà Nội ,mới,Xăng,2.0,Mercedes,2022
 VinFast Fadil Tiêu chuẩn 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Xanh,Đen,5,5,Số tự động,352, Hà Nội ,mới,Xăng,1.4,VinFast,2022
 VinFast Fadil Tiêu chuẩn 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Xanh,Đen,5,5,Số tự động,342, TP HCM ,mới,Xăng,1.4,VinFast,2022
 Kia Carnival Luxury 2.2D - 2022,Lắp ráp trong nước,Van/Minivan,0,Bạc,Màu khác,5,8,Số tự động,1199, Quảng Ninh ,mới,Dầu,2.2,Kia,2022
 Toyota Vios 1.5G - 2020,Lắp ráp trong nước,Sedan,9999,Trắng,Kem,4,5,Số tự động,539, TP HCM ,cũ,Xăng,1.5,Toyota,2020
 Toyota Fortuner TRD Sportivo 4x2 AT - 2014,Lắp ráp trong nước,SUV,0,Trắng,Kem,5,8,Số tự động,586, Hà Nội ,cũ,Xăng,2.7,Toyota,2014
 Mercedes Benz E class E300 AMG - 2022,Lắp ráp trong nước,Sedan,0,Đen,Đen,4,5,Số tự động,2930, Hà Nội ,mới,Xăng,2.0,Mercedes,2022
 VinFast Lux A 2.0 Nâng cao - 2022,Lắp ráp trong nước,Sedan,0,Bạc,Đen,4,5,Số tự động,948, Hà Nội ,mới,Xăng,2.0,VinFast,2022
 Toyota Fortuner 2.7V 4x4 AT - 2013,Lắp ráp trong nước,SUV,120000,Bạc,Kem,5,8,Số tự động,509, Hà Nội ,cũ,Xăng,2.7,Toyota,2013
 Ford Ranger XLS 2.2L 4x2 MT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Xám,Đen,4,5,Số tay,610, Hà Nội ,mới,Dầu,2.2,Ford,2022
 Lexus NX 300 - 2019,Nhập khẩu,SUV,45000,Trắng,Nâu,5,5,Số tự động,2450, Hà Nội ,cũ,Xăng,2.0,Lexus,2019
 Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022,Lắp ráp trong nước,SUV,0,Đen,Nâu,5,7,Số tự động,1270, Hà Nội ,mới,Xăng,2.5,Hyundai,2022
 Mercedes Benz GLC 250 4Matic - 2018,Lắp ráp trong nước,SUV,26000,Đen,Nâu,5,5,Số tự động,1685, Hà Nội ,cũ,Xăng,2.0,Mercedes,2018
 Toyota Raize G 1.0 CVT - 2022,Nhập khẩu,SUV,0,Đỏ,Đen,5,5,Số tự động,547, Hà Nội ,mới,Xăng,1.0,Toyota,2022
 Toyota Camry 2.0E - 2009,Nhập khẩu,Sedan,85000,Đen,Kem,5,5,Số tự động,425, Hà Nội ,cũ,Xăng,2.0,Toyota,2009
 Nissan Almera VL 1.0 CVT Cao cấp - 2021,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,579, Hà Nội ,mới,Xăng,1.0,Nissan,2021
 Mazda 2 Luxury - 2021,Nhập khẩu,Sedan,0,Trắng,Nhiều màu,4,5,Số tự động,520, Hà Nội ,mới,Xăng,1.5,Mazda,2021
 Mercedes Benz C class C200 Elegance - 2008,Lắp ráp trong nước,Sedan,145000,Đen,Kem,4,5,Số tự động,328, Hà Nội ,cũ,Xăng,1.8,Mercedes,2008
 Hyundai Sonata Y20 - 2011,Nhập khẩu,Sedan,70000,Trắng,Nhiều màu,4,5,Số tự động,455, Hà Nội ,cũ,Xăng,2.0,Hyundai,2011
 Toyota Fortuner 2.7V 4x2 AT - 2015,Lắp ráp trong nước,SUV,60000,Bạc,Kem,5,8,Số tự động,575, Hà Nội ,cũ,Xăng,2.7,Toyota,2015
 Honda City L 1.5 AT - 2022,Lắp ráp trong nước,Sedan,0,Nâu,Xám,4,5,Số tự động,530, Hà Nội ,mới,Xăng,1.5,Honda,2022
 Mercedes Benz G class G63 AMG - 2021,Nhập khẩu,SUV,10665,Đen,Đỏ,5,5,Số tự động,13980, Hà Nội ,cũ,Xăng,4.0,Mercedes,2021
 Hyundai i10 1.2 MT Tiêu Chuẩn - 2021,Lắp ráp trong nước,Sedan,0,Trắng,Màu khác,5,5,Số tay,330, Hà Nội ,mới,Xăng,1.25,Hyundai,2021
 Kia Optima 2.0 AT Luxury - 2020,Lắp ráp trong nước,Sedan,20000,Đỏ,Đen,4,5,Số tự động,695, Hà Nội ,cũ,Xăng,2.0,Kia,2020
 Toyota Vios G 1.5 CVT - 2022,Lắp ráp trong nước,Sedan,0,Đen,Kem,4,5,Số tự động,581, Bắc Ninh ,mới,Xăng,1.5,Toyota,2022
 Mercedes Benz E class E300 AMG - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Nâu,4,5,Số tự động,3129, Hà Nội ,mới,Xăng,2.0,Mercedes,2022
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Xanh,Đen,4,5,Số tự động,662, TP HCM ,mới,Dầu,2.2,Ford,2022
 Hyundai Tucson 2.0 AT Đặc biệt - 2022,Lắp ráp trong nước,Crossover,0,Trắng,Đen,5,5,Số tự động,925, TP HCM ,mới,Xăng,2.0,Hyundai,2022
 Hyundai i20 1.4 AT - 2010,Nhập khẩu,Hatchback,0,Bạc,Ghi,5,5,Số tự động,275, Bình Dương ,cũ,Xăng,1.4,Hyundai,2010
 Toyota Corolla altis 1.8G - 2022,Nhập khẩu,Sedan,0,Xanh,Đen,4,5,Số tự động,719, Bắc Ninh ,mới,Xăng,1.8,Toyota,2022
 Honda City RS 1.5 AT - 2022,Lắp ráp trong nước,Sedan,0,Bạc,Đen,4,5,Số tự động,599, Đăk Lăk ,mới,Xăng,1.5,Honda,2022
 Toyota Corolla altis 1.8HEV - 2022,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,860, Hà Nội ,mới,Hybrid,1.8,Toyota,2022
 Toyota Corolla altis 1.8V - 2022,Nhập khẩu,Sedan,0,Xanh,Đen,4,5,Số tự động,750, Hà Nội ,mới,Xăng,1.8,Toyota,2022
 Mazda CX5 Deluxe 2.0 AT - 2022,Lắp ráp trong nước,SUV,0,Đỏ,Đen,5,5,Số tự động,818, Vĩnh Phúc ,mới,Xăng,2.0,Mazda,2022
 Maserati GranTurismo Convertible - 2020,Nhập khẩu,Convertible/Cabriolet,0,Trắng,Nâu,4,5,Số tự động,11399, TP HCM ,mới,Xăng,0.0,Maserati,2020
 BMW 7 Series 730Li - 2016,Nhập khẩu,Sedan,63000,Đen,Màu khác,4,5,Số tự động,2550, Hà Nội ,cũ,Xăng,2.0,BMW,2016
 Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021,Lắp ráp trong nước,SUV,10000,Trắng,Nâu,5,7,Số tự động,1499, Hà Nội ,cũ,Dầu,2.2,Hyundai,2021
 Honda CRV E - 2022,Lắp ráp trong nước,SUV,0,Đen,Kem,5,7,Số tự động,998, Đồng Nai ,mới,Xăng,1.5,Honda,2022
 Mercedes Benz E class E300 AMG - 2017,Lắp ráp trong nước,Sedan,30000,Nâu,Đen,4,5,Số tự động,1888, TP HCM ,cũ,Xăng,2.0,Mercedes,2017
 Toyota Vios E CVT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Kem,4,5,Số tự động,536, TP HCM ,mới,Xăng,1.5,Toyota,2022
 Mitsubishi Triton 4x2 AT - 2015,Nhập khẩu,Bán tải / Pickup,71000,Xám,Nâu,4,5,Số tự động,465, Hà Nội ,cũ,Dầu,2.5,Mitsubishi,2015
 Ford Ranger XLS 2.2L 4x2 AT - 2021,Lắp ráp trong nước,Bán tải / Pickup,0,Ghi,Ghi,4,5,Số tự động,650, Hà Nội ,mới,Dầu,2.2,Ford,2021
 Mercedes Benz GLC 250 4Matic - 2018,Lắp ráp trong nước,SUV,38000,Đen,Nâu,5,5,Số tự động,1725, Hà Nội ,cũ,Xăng,2.0,Mercedes,2018
 Mercedes Benz GL GL 400 4Matic - 2014,Nhập khẩu,SUV,72000,Đen,Kem,5,7,Số tự động,1888, Hà Nội ,cũ,Xăng,3.0,Mercedes,2014
 Mercedes Benz C class C300 AMG - 2020,Lắp ráp trong nước,Sedan,25000,Đen,Nâu,4,5,Số tự động,1739, Hà Nội ,cũ,Xăng,2.0,Mercedes,2020
 Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Cam,Đen,4,5,Số tự động,925, Hà Nội ,mới,Dầu,2.0,Ford,2022
 Toyota Camry 2.0Q - 2022,Nhập khẩu,Sedan,0,Đỏ,Kem,4,5,Số tự động,1167, TP HCM ,mới,Xăng,2.0,Toyota,2022
 Toyota Corolla Cross 1.8V - 2022,Nhập khẩu,SUV,0,Trắng,Đỏ,5,5,Số tự động,854, Hà Nội ,mới,Xăng,1.8,Toyota,2022
 Honda CRV G - 2021,Lắp ráp trong nước,SUV,0,Xanh,Nhiều màu,5,7,Số tự động,1048, Gia Lai ,mới,Xăng,1.5,Honda,2021
 BMW 5 Series 535i GT - 2011,Nhập khẩu,Sedan,90000,Ghi,Kem,5,5,Số tự động,845, Hà Nội ,cũ,Xăng,3.0,BMW,2011
 Toyota Fortuner 2.7V 4x4 AT - 2009,Lắp ráp trong nước,SUV,100000,Đen,Kem,5,8,Số tự động,375, Hà Nội ,cũ,Xăng,2.7,Toyota,2009
 Mitsubishi Grandis 2.4 AT - 2008,Lắp ráp trong nước,Crossover,0,Bạc,Đen,5,7,Số tự động,305, Nam Định ,cũ,Xăng,2.4,Mitsubishi,2008
 Mitsubishi Pajero Sport 2.4D 4x4 AT - 2022,Nhập khẩu,SUV,0,Trắng,Đen,5,7,Số tự động,1345, Quảng Ninh ,mới,Dầu,2.4,Mitsubishi,2022
 LandRover Range Rover Autobiography 3.0 - 2015,Nhập khẩu,SUV,66579,Đen,Nâu,5,5,Số tự động,4430, Hà Nội ,cũ,Xăng,3.0,LandRover,2015
 Honda CRV L - 2022,Lắp ráp trong nước,SUV,0,Đỏ,Đen,5,7,Số tự động,1123, TP HCM ,mới,Xăng,1.5,Honda,2022
 Lexus NX 300 - 2018,Nhập khẩu,SUV,30000,Trắng,Đen,5,5,Số tự động,2280, Hà Nội ,cũ,Xăng,2.0,Lexus,2018
 Toyota Camry LE 2.4 - 2007,Nhập khẩu,Sedan,110000,Đen,Ghi,4,5,Số tự động,416, Sơn La ,cũ,Xăng,2.4,Toyota,2007
 Kia Seltos Premium 1.4 AT - 2020,Lắp ráp trong nước,Crossover,25000,Trắng,Kem,5,5,Số tự động,738, Hà Nội ,cũ,Xăng,1.4,Kia,2020
 Toyota Vios E 1.5 MT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tay,483, Cần Thơ ,mới,Xăng,1.5,Toyota,2022
 Porsche Panamera 3.6 V6 - 2010,Nhập khẩu,Sedan,42000,Trắng,Kem,4,4,Số tự động,1828, Hà Nội ,cũ,Xăng,3.6,Porsche,2010
 Honda CRV G - 2022,Lắp ráp trong nước,SUV,0,Nâu,Đen,5,7,Số tự động,1048, Bình Dương ,mới,Xăng,1.5,Honda,2022
 Chevrolet Cruze LTZ 1.8L - 2017,Lắp ráp trong nước,Sedan,60000,Đỏ,Đen,4,5,Số tự động,415, Hà Nội ,cũ,Xăng,1.8,Chevrolet,2017
 Honda Jazz RS - 2017,Nhập khẩu,Hatchback,54000,Đỏ,Đen,5,5,Số tự động,475, Hà Nội ,cũ,Xăng,1.5,Honda,2017
 BMW 7 Series 730Li - 2022,Nhập khẩu,Sedan,0,Xanh,Kem,4,5,Số tự động,5199, Hà Nội ,mới,Xăng,2.0,BMW,2022
 Lexus RX 300 - 2019,Nhập khẩu,SUV,12000,Vàng,Kem,5,5,Số tự động,3085, Hà Nội ,cũ,Xăng,2.0,Lexus,2019
 Toyota Corolla Cross 1.8HV - 2021,Nhập khẩu,SUV,0,Đen,Đen,5,5,Số tự động,920, Bắc Ninh ,mới,Hybrid,1.8,Toyota,2021
 VinFast Lux A 2.0 Cao cấp - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Nâu,4,5,Số tự động,1074, Bình Dương ,mới,Xăng,2.0,VinFast,2022
 Toyota Hiace Van 2.0 - 2002,Lắp ráp trong nước,Van/Minivan,160000,Bạc,Đen,4,3,Số tay,66, Hà Nội ,cũ,Xăng,2.0,Toyota,2002
 Peugeot 3008 AL - 2022,Lắp ráp trong nước,Crossover,0,Đỏ,Đen,5,5,Số tự động,1129, Hà Nội ,mới,Xăng,1.6,Peugeot,2022
 Mercedes Benz V class V250 Luxury - 2020,Nhập khẩu,Van/Minivan,200,Đỏ,Đen,5,7,Số tự động,2609, TP HCM ,cũ,Xăng,2.0,Mercedes,2020
 Honda CRV G - 2020,Lắp ráp trong nước,SUV,8000,Xanh,Đen,5,7,Số tự động,955, Hà Nội ,cũ,Xăng,1.5,Honda,2020
 Toyota Camry 2.0E - 2014,Lắp ráp trong nước,Sedan,98000,Đen,Vàng,4,5,Số tự động,595, Hà Nội ,cũ,Xăng,2.0,Toyota,2014
 Toyota Prado TXL 2.7L - 2015,Nhập khẩu,SUV,100000,Đen,Đen,5,7,Số tự động,1630, Hà Nội ,cũ,Xăng,2.7,Toyota,2015
 MG ZS Comfort 1.5 AT 2WD - 2021,Nhập khẩu,Crossover,0,Trắng,Đen,5,5,Số tự động,569, Đồng Nai ,mới,Xăng,1.5,MG,2021
 Mazda 3 1.5 AT - 2018,Lắp ráp trong nước,Sedan,4,Trắng,Kem,4,5,Số tự động,555, Thanh Hóa ,cũ,Xăng,1.5,Mazda,2018
 MG 5 Luxury 1.5 AT - 2022,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,579, TP HCM ,mới,Xăng,1.5,MG,2022
 Mercedes Benz GLC 200 4Matic - 2022,Lắp ráp trong nước,SUV,0,Đen,Vàng,5,5,Số tự động,2120, Hà Nội ,mới,Xăng,2.0,Mercedes,2022
 Hyundai Tucson 2.0 ATH - 2016,Nhập khẩu,Crossover,60000,Đen,Ghi,5,5,Số tự động,698, Hà Nội ,cũ,Xăng,2.0,Hyundai,2016
 VinFast Fadil Tiêu chuẩn 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Xanh,Đen,5,5,Số tự động,352, Đăk Lăk ,mới,Xăng,1.4,VinFast,2022
 Toyota Camry 3.5Q - 2009,Lắp ráp trong nước,Sedan,100000,Đen,Đen,4,5,Số tự động,438, Ninh Bình ,cũ,Xăng,3.5,Toyota,2009
 Ford Transit Tiêu chuẩn - 2022,Lắp ráp trong nước,Van/Minivan,0,Vàng,Đen,4,16,Số tay,820, TP HCM ,mới,Dầu,2.2,Ford,2022
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Trắng,Đen,4,5,Số tự động,662, TP HCM ,mới,Dầu,2.2,Ford,2022
 Peugeot 3008 AL - 2022,Lắp ráp trong nước,Crossover,0,Xám,Ghi,5,5,Số tự động,1129, Hà Nội ,mới,Xăng,1.6,Peugeot,2022
 Toyota Fortuner 2.4G 4x2 AT - 2022,Lắp ráp trong nước,SUV,0,Trắng,Đen,5,7,Số tự động,1107, Hà Nội ,mới,Dầu,2.4,Toyota,2022
 Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Cam,Đen,4,5,Số tự động,937, TP HCM ,mới,Dầu,2.0,Ford,2022
 LandRover Range Rover Autobiography 5.0 - 2014,Nhập khẩu,SUV,45000,Đen,Đỏ,5,4,Số tự động,4679, Hà Nội ,cũ,Xăng,5.0,LandRover,2014
 Toyota Camry LE 3.5 - 2007,Nhập khẩu,Sedan,0,Đen,Kem,4,5,Số tự động,435, Hà Nội ,cũ,Xăng,3.5,Toyota,2007
 Hyundai i10 1.2 AT - 2021,Lắp ráp trong nước,Hatchback,0,Đỏ,Màu khác,4,5,Số tự động,422, Hà Nội ,mới,Xăng,1.25,Hyundai,2021
 Ford Ranger XLS 2.2L 4x2 AT - 2017,Nhập khẩu,Bán tải / Pickup,6879,Ghi,Ghi,4,5,Số tự động,559, Hà Nội ,cũ,Dầu,2.2,Ford,2017
 Ford Everest Titanium 2.0L 4x2 AT - 2022,Nhập khẩu,SUV,0,Xanh,Đen,5,7,Số tự động,1153, TP HCM ,mới,Dầu,2.0,Ford,2022
 Honda City 1.5 AT - 2016,Lắp ráp trong nước,Sedan,68000,Nâu,Đen,4,5,Số tự động,425, Hà Nội ,cũ,Xăng,1.5,Honda,2016
